ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
9228973,09005611312000216000000000U2,ESCUELA SUPERIOR DE INGENIERIA TEXTIL ESIT,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,INSTITUTO POLITECNICO NACIONAL,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,WILFRIDO MASSIEU,CALLE,MANUEL DE ANDA Y BARREDO,1936,,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,002,,ESIT@IPN.MX,,Fijo,19.49923352,-99.13248068,2020-04
9229014,09005611312000627000000000U0,ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA ESIA UNIDAD TICOMAN,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,251 y más personas,CALZADA,TICOMAN,CALLE,CONSTITUCION DE 1857,AVENIDA,GUILLERMO MASSIEU H.,CALLE,NINGUNO,600,,,,,,COLONIA,SAN JOSÉ TICOMÁN,,,,07340,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,3356,002,,DIRECCION_ESIATIC@IPN.MX,,Fijo,19.50862151,-99.13179764,2020-04
9229024,09005611312000727001000000U8,ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA ESIA UNIDAD ZACATENCO,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,11 a 30 personas,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,MIGUEL BERNARD,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,008,,DIRESIAIC@IPN.MX,WWW.IPN.MX,Fijo,19.50401157,-99.1365229,2020-04
10888962,09002611312000103000000000U9,ESCUELA SUPERIOR DE INGENIERIA Y MECANICA ELECTRICA POSGRADO Y CAMP VIRTUAL,INSTITUTO POLITECNICON NACIONAL,611312,Escuelas de educación superior del sector público,11 a 30 personas,EJE VIAL,4 NORTE CALZADA AZCAPOTZALCO LA VILLA,CALLE,CERRADA DE LAS GRANJAS,AVENIDA,AVENIDA DE LAS GRANJAS,EJE VIAL,4 NORTE (CALZADA AZCAPOTZALCO-LA VILLA),,SN,,,,,COLONIA,EL JAGÜEY,,,,02519,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco                                                                                                  ,035A,010,,DIRECCIONESIMEAZC@IPN.MX,,Fijo,19.49071325,-99.17306094,2024-11
9230671,09016611312000297000000000U9,ESCUELA SUPERIOR DE MEDICINA ESM,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,251 y más personas,CALLE,SALVADOR DIAZ MIRON,CALLE,PLAN DE SAN LUIS,CALLE,SALVADOR DIAZ MIRON,CALLE,MANUEL CARPIO,,SN,,,,,COLONIA,SANTO TOMÁS,,,,11350,09,CIUDAD DE MÉXICO,016,Miguel Hidalgo,0001,Miguel Hidalgo                                                                                                ,0088,007,,,WWW.ESM.IPN.MX,Fijo,19.45081197,-99.16858083,2020-04
1014930,09003611612000055000000000U2,ESCUELA SUPERIOR DE MUSICA,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,611312,Escuelas de educación superior del sector público,51 a 100 personas,CALLE,FERNANDEZ LEAL,CALLE,PLAZA DE LA CONCHITA,AVENIDA,MIGUEL HIDALGO,CALLE,VALLARTA,31,,,19,,,COLONIA,LA CONCEPCIÓN,,,,04020,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0145,006,,,WWW.ESCUELASUPERIORDEMUSICA.BELLASARTES.GOP.MX,Fijo,19.34889804,-99.15833505,2010-07
988952,09003611612000096000000000U6,ESCUELA SUPERIOR DE MUSICA,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,611312,Escuelas de educación superior del sector público,101 a 250 personas,CIRCUITO,INTERIOR AVENIDA RIO CHURUBUSCO,EJE VIAL,1 ORIENTE (AVENIDA CANAL DE MIRAMONTES),CALZADA,CALZADA DE TLALPAN,CALLE,ATLETAS,79,,,1,,,COLONIA,CHURUBUSCO COUNTRY CLUB,OTRO,ESTUDIOS CHURUBUSCO,5,06800,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0075,002,,ESM@INBA.GOB.MX,WWW.ESCUELASUPERIORDEMUSICA.INBA.GOB.MX,Fijo,19.35658265,-99.1409426,2010-07
9040530,09012611312000223001000000U4,ESCUELA SUPERIOR DE REHABILITACION,INSTITUTO NACIONAL DE REHABILITACION LUIS GUILLERMO IBARRA IBARRA,611312,Escuelas de educación superior del sector público,51 a 100 personas,CALZADA,MEXICO XOCHIMILCO,CALLE,FORESTAL,CONTINUACION,BOULEVARD ADOLFO RUIZ CORTINES,PERIFERICO,BOULEVARD ADOLFO RUIZ CORTINES,289,,,,,,COLONIA,ARENAL DE GUADALUPE,,,,14389,09,CIUDAD DE MÉXICO,012,Tlalpan,0001,Tlalpan                                                                                                       ,0695,001,,GGARCIA@INR.GOB.MX,,Fijo,19.29018768,-99.1487079,2019-11
9228970,09005611312000187000000000U5,ESCUELA SUPERIOR DE TURISMO EST,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,251 y más personas,AVENIDA,MIGUEL BERNARD,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,CALLE,PLAN DE SAN LUIS,CALLE,PLAN DE SAN LUIS,39,,,,,,BARRIO,LA PURÍSIMA TICOMÁN,,,,07320,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,2856,015,,DIRECCIONEST@IPN.MX,,Fijo,19.51303627,-99.14133718,2020-04
786574,09006611132000357001000000U4,ESEF,SECRETARIA DE EDUCACION PUBLICA,611312,Escuelas de educación superior del sector público,251 y más personas,CALLE,ATLETAS,CALLE,NINGUNO,CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),4,,,,,,COLONIA,GRANJAS MÉXICO,,,,08400,09,CIUDAD DE MÉXICO,006,Iztacalco,0001,Iztacalco                                                                                                     ,0147,003,,,,Fijo,19.40650746,-99.09837816,2010-07
11465545,09002611312000157000000000U5,ESIME ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,251 y más personas,AVENIDA,AVENIDA DE LAS GRANJAS,EJE VIAL,4 NORTE (CALZADA AZCAPOTZALCO-LA VILLA),CALZADA,SANTO TOMAS,AVENIDA,AVENIDA DE LAS GRANJAS,682,,,,,,COLONIA,SANTO TOMÁS,,,,02020,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco                                                                                                  ,0330,001,,ESIMEAZC@IPN.MX,,Fijo,19.48609969,-99.17422021,2024-11
1059444,09003931410000352011000000U5,ESTACION DE BOMBEROS,UNAM,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,CIRCUITO ZONA DEPORTIVA,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,CIRCUITO ZONA DEPPORTIVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,011,5556161560,PROTECCIONCIVIL@DGSG.UNAM.MX,,Fijo,19.32451596,-99.19126694,2010-07
1061115,09003611312000096002000000U3,FACULTAD DE ADMINISTRACION Y CONTABILIDAD DIVISION DE ESTUDIOS DE POSGRADO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,11 a 30 personas,CIRCUITO,EXTERIOR,CERRADA,NINGUNO,CERRADA,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,,,Fijo,19.3225542,-99.18555258,2010-07
8584102,09003611312001444001000000U4,FACULTAD DE ADMINISTRACION Y CONTABILIDAD DIVISION DE INVESTIGACION CENTRO DE DESARROLLO DOCENTE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,EXTERIOR,CERRADA,NINGUNO,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,,,Fijo,19.32335023,-99.18330062,2019-11
849640,09003611312001304001000000U0,FACULTAD DE ARQUITECTURA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556220321,IDUARTE@IFICINA.UNAM.MX,ARQUITECTURA.UNAM.MX,Fijo,19.33485776,-99.18620512,2010-07
994766,09013611612000047010000000U8,FACULTAD DE ARTES Y DISEÑO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CALLE,PROLONGACION CONSTITUCION,CALLE,ACUEDUCTO,AVENIDA,CARRETERA XOCHIMILCO-SAN PABLO-TOPILEJO,PRIVADA,ACUEDUCTO,600,,,,,,PUEBLO,LA CONCHA,,,,16210,09,CIUDAD DE MÉXICO,013,Xochimilco,0001,Xochimilco                                                                                                    ,0391,003,,FAD@UNAM.MX,FAD.NET.MX,Fijo,19.2524122,-99.11807954,2010-07
1061111,09003611312001267001000000U9,FACULTAD DE CIENCIAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,INTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,INVESTIGACION CIENTIFICA,,SN,,,,,OTRO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,008,5552248978,SECRETARIA.ADMINISTRATIVA@CINCIAS.UNAM.MX,WWW.FCIENCIAS.UNAM.MX,Fijo,19.32298633,-99.18018813,2014-12
1061112,09003611312000535001000000U0,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DIVISION DE EDUCACION CONTINUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,MARIO DE LA CUEVA,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,,WWW.DECYVPOLITICAS-UNAM.ORG,Fijo,19.31723988,-99.18105178,2010-07
849666,09003611312000797002000000U6,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DIVISION DE ESTUDIOS DE POSGRADO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,MARIO DE LA CUEVA,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,,DECYVPOLITICAS-UNAM.ORG,Fijo,19.31728654,-99.18162346,2010-07
1061127,09003611312000463002000000U5,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DIVISION DEL SUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,6 a 10 personas,CALLE,NINGUNO,CIRCUITO,INVESTIGACION CIENTIFICA,CALLE,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,EDIFICIO COMERCIAL Y DE SERVICIOS,SIN NOMBRE,SN,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,,,Fijo,19.31876814,-99.17895874,2010-07
1061114,09003611312000657000000000U2,FACULTAD DE CONTADURIA Y ADMINISTRACION,UNAM,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,EXTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,EXTERIOR,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,001,5556161561,,WWW.FCA.UNAM.MX,Fijo,19.32393096,-99.18414976,2010-07
1059358,09015611312000114000000000U8,FACULTAD DE CONTADURIA Y ADMINISTRACION DIVISION DE EDUCACION CONTINUA DE LA FACULTAD DE CONTADURIA Y ADMINISTRACION UNAM,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,31 a 50 personas,CALLE,LIVERPOOL,CALLE,NAPOLES,CALLE,DINAMARCA,CALLE,MARSELLA,66,,,,,,COLONIA,JUÁREZ,,,,06600,09,CIUDAD DE MÉXICO,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,0841,004,,INFORMES@DEC.FCA.UNAM.MX,WWW.DEC.FCA.UNAM.MX,Fijo,19.4264935,-99.1592284,2014-12
849645,09003611312000336002000000U3,FACULTAD DE CONTADURIA Y ADMINISTRACION DIVISION DEL SUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,EXTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,EXTERIOR,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,001,5556228375,DALVAREZ@FCA.UNAM.MX,,Fijo,19.32417539,-99.1836862,2010-07
849670,09003611312000287000000000U8,FACULTAD DE DERECHO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556162264,RAZUARAM@DERECHO.UNAM.MX,WWW.DERECHO.UNAM.MX,Fijo,19.33078097,-99.18298616,2010-07
657633,09003611312000034002000000U4,FACULTAD DE DERECHO DIVISION DE ESTUDIOS DE POSGRADO JORGE CARPIZO,UNAM,611312,Escuelas de educación superior del sector público,251 y más personas,AVENIDA,UNIVERSIDAD,CALLE,NINGUNO,AVENIDA,INSURGENTES SUR,EJE VIAL,10 SUR (AVENIDA COPILCO),2219,,,,,,COLONIA,COPILCO EL BAJO,,,,04340,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,054A,022,5556162264,RAZUARAM@DERECHO.UNAM.MX,WWW.DERECHO.UNAM.MX,Fijo,19.33682681,-99.18892273,2012-06
1061116,09003611312000586001000000U3,FACULTAD DE DERECHO DIVISION DEL SUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,EXTERIOR,CERRADA,NINGUNO,CERRADA,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,RAZUARAM@DERECHO.UNAM.MX,,Fijo,19.32236978,-99.18630113,2010-07
847950,09003611312001006001000000U1,FACULTAD DE ECONOMIA,UNIVERSIDAD AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,11 a 30 personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556222152,JMOSQUEDA@ECONOMIA.UNAM.MX,,Fijo,19.33497258,-99.18511466,2010-07
907526,09003611312000205001000000U0,FACULTAD DE ECONOMIA DIVISION DEL SUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,11 a 30 personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,,,,Fijo,19.3351628,-99.18348713,2014-12
846446,09007611312000017000000000U0,FACULTAD DE ESTUDIOS SUPERIORES FES ZARAGOZA,UNAM,611312,Escuelas de educación superior del sector público,251 y más personas,AVENIDA,BATALLON DE ZACAPOAXTLA,CALZADA,GENERAL IGNACIO ZARAGOZA,AVENIDA,GUELATAO,AVENIDA,GUELATAO,202,,EDIFICIO W,99,,,UNIDAD HABITACIONAL,EJÉRCITO DE ORIENTE,,,,09230,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,5592,001,,SECRETARIA.ADMINISTRATIVA@ZARAGOZA.UNAM.MX,,Fijo,19.38295718,-99.03700478,2010-07
907528,09003611312001286001000000U9,FACULTAD DE FILOSOFIA Y LETRAS DIVISION DE ESTUDIOS SUPERIORES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,,PROFESIONAES@FILOS.UNAM.MX,WWW.FILOS.UNAM.MX,Fijo,19.33497716,-99.18507581,2014-12
849674,09003611312000547000000000U5,FACULTAD DE INGENIERIA,UNIVERSIDAD AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5555622867,PABLO.CERVANTEZ@SAFI.UNAM.MX,,Fijo,19.33497827,-99.18506644,2010-07
849676,09003611312000897000000000U4,FACULTAD DE MEDICINA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556230000,DIRECCIONFM@UNAM.MX,,Fijo,19.33245447,-99.18939708,2010-07
907532,09003611312001043002000000U4,FACULTAD DE MEDICINA VETERINARIA Y ZOOCTECNIA DIVISION DE ESTUDIOS DE POSGRADO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,INTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,INTERIOR,1,,,,,,OTRO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,008,,,,Fijo,19.3304464,-99.17663477,2014-12
846455,09003611312000507001000000U9,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,INTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,INTERIOR,,SN,,,,,OTRO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,008,,SA@FMVZ.UNAM.MX,FMVZ.UNAM.MX,Fijo,19.3304464,-99.17663477,2014-12
907533,09003611312000363001000000U7,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA DIVISION DEL SUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,INTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,INTERIOR,1,,,,,,OTRO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,008,5556225881,SA@FMVZ.UNAM.MX,,Fijo,19.3304464,-99.17663477,2014-12
849681,09003611312001247000000000U1,FACULTAD DE ODONTOLOGIA,UNIVERSIDAD NACIONAL AUTONOMA MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556232201,SECRETARIAGENERAL@UNAM.MX,,Fijo,19.3351058,-99.18400459,2010-07
907524,09003611312000606002000000U9,FACULTAD DE ODONTOLOGIA DIVISION DE ESTUDIOS DE POSGRADO E INVESTIGACION,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556225955,JEFATURA-DEPEI@FO.ODONTO.UNAM.MX,WWW.ODONTO.UNAM.MX,Fijo,19.33498177,-99.18156865,2014-12
11053875,09003611312002286000000000U8,FACULTAD DE PSICOLOGIA DIVISION DE EDUCACION CONTINUA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,UNIVERSIDAD,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,3004,,,,,,OTRO,COPILCO EL BAJO,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,005,,DIRECCION.PSICOLOGIA@UNAM.MX,WWW.PSICOLOGIA.UNAM.MX,Fijo,19.33669326,-99.18821881,2024-11
907393,09003611312000217001000000U5,FACULTAD DE PSICOLOGIA ESTUDIOS DE POSGRADO E INVESTIGACION,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,UNIVERSIDAD,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,3004,,,,,,OTRO,COPILCO EL BAJO,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,005,,DIRECCION.PSICOLOGIA@UNAM.MX,WWW.PSICOLOGIA.UNAM.MX,Fijo,19.33664844,-99.18860192,2014-12
1059367,09003611312000475002000000U9,FACULTAD DE PSICOLOGIA SISTEMA DE UNIVERSIDAD ABIERTA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,AVENIDA,UNIVERSIDAD,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,3004,,,,,,OTRO,COPILCO EL BAJO,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,005,,,WWW.SUA.PSICOLOGIA.UNAM.MX,Fijo,19.33667194,-99.18840099,2010-07
